                ,pos_z
         1.40614,     -2.68912e-4
         1.40714,     -2.69291e-4
         1.40814,     -2.69663e-4
         1.40914,     -2.70036e-4
         1.41014,     -2.70411e-4
         1.41114,     -2.70788e-4
         1.41214,     -2.71156e-4
         1.41314,     -2.71516e-4
         1.41414,     -2.71877e-4
         1.41514,     -2.72241e-4
         1.41614,     -2.72596e-4
         1.41714,     -2.72952e-4
         1.41814,      -2.7331e-4
         1.41914,      -2.7367e-4
         1.42014,     -2.74031e-4
         1.42114,     -2.74384e-4
         1.42214,     -2.74729e-4
         1.42314,     -2.75075e-4
         1.42414,     -2.75423e-4
         1.42514,     -2.75763e-4
         1.42614,     -2.76095e-4
         1.42714,     -2.76428e-4
         1.42814,     -2.76763e-4
         1.42914,     -2.77099e-4
         1.43014,     -2.77427e-4
         1.43114,     -2.77757e-4
         1.43214,     -2.78098e-4
         1.43314,      -2.7844e-4
         1.43414,     -2.78775e-4
         1.43514,     -2.79111e-4
         1.43614,     -2.79448e-4
         1.43714,     -2.79778e-4
         1.43814,     -2.80099e-4
         1.43914,     -2.80431e-4
         1.44014,     -2.80765e-4
         1.44114,     -2.81101e-4
         1.44214,     -2.81439e-4
         1.44314,     -2.81777e-4
         1.44414,     -2.82128e-4
         1.44514,      -2.8249e-4
         1.44614,     -2.82853e-4
         1.44714,     -2.83218e-4
         1.44814,     -2.83584e-4
         1.44914,     -2.83953e-4
         1.45014,     -2.84322e-4
         1.45114,     -2.84684e-4
         1.45214,     -2.85037e-4
         1.45314,     -2.85392e-4
         1.45414,     -2.85758e-4
         1.45514,     -2.86136e-4
         1.45614,     -2.86515e-4
         1.45714,     -2.86896e-4
         1.45814,     -2.87288e-4
         1.45914,     -2.87682e-4
         1.46014,     -2.88068e-4
         1.46114,     -2.88445e-4
         1.46214,     -2.88814e-4
         1.46314,     -2.89185e-4
         1.46414,     -2.89567e-4
         1.46514,     -2.89951e-4
         1.46614,     -2.90336e-4
         1.46714,     -2.90733e-4
         1.46814,     -2.91141e-4
         1.46914,     -2.91561e-4
         1.47014,     -2.91982e-4
         1.47114,     -2.92395e-4
         1.47214,      -2.9281e-4
         1.47314,     -2.93216e-4
         1.47414,     -2.93614e-4
         1.47514,     -2.94014e-4
         1.47614,     -2.94415e-4
         1.47714,     -2.94818e-4
         1.47814,     -2.95222e-4
         1.47914,     -2.95628e-4
         1.48014,     -2.96036e-4
         1.48114,     -2.96445e-4
         1.48214,     -2.96856e-4
         1.48314,     -2.97268e-4
         1.48414,     -2.97672e-4
         1.48514,     -2.98068e-4
         1.48614,     -2.98466e-4
         1.48714,     -2.98865e-4
         1.48814,     -2.99256e-4
         1.48914,     -2.99648e-4
         1.49014,     -3.00052e-4
         1.49114,     -3.00468e-4
         1.49214,     -3.00884e-4
         1.49314,     -3.01303e-4
         1.49414,     -3.01723e-4
         1.49514,     -3.02145e-4
         1.49614,     -3.02568e-4
         1.49714,     -3.02983e-4
         1.49814,      -3.0339e-4
         1.49914,     -3.03798e-4
         1.50014,     -3.04208e-4
         1.50114,      -3.0461e-4
         1.50214,     -3.05013e-4
         1.50314,     -3.05418e-4
         1.50414,     -3.05825e-4
         1.50514,     -3.06233e-4
         1.50614,     -3.06633e-4
         1.50714,     -3.07014e-4
         1.50814,     -3.07388e-4
         1.50914,     -3.07763e-4
         1.51014,      -3.0813e-4
         1.51114,     -3.08499e-4
         1.51214,     -3.08869e-4
         1.51314,      -3.0924e-4
         1.51414,     -3.09614e-4
         1.51514,     -3.09989e-4
         1.51614,     -3.10365e-4
         1.51714,     -3.10743e-4
         1.51814,     -3.11113e-4
         1.51914,     -3.11474e-4
         1.52014,     -3.11838e-4
         1.52114,     -3.12202e-4
         1.52214,     -3.12579e-4
         1.52314,     -3.12956e-4
         1.52414,     -3.13336e-4
         1.52514,     -3.13717e-4
         1.52614,     -3.14099e-4
         1.52714,     -3.14483e-4
         1.52814,     -3.14859e-4
         1.52914,     -3.15227e-4
         1.53014,     -3.15586e-4
         1.53114,     -3.15938e-4
         1.53214,      -3.1629e-4
         1.53314,     -3.16635e-4
         1.53414,     -3.16981e-4
         1.53514,     -3.17339e-4
         1.53614,     -3.17707e-4
         1.53714,     -3.18068e-4
         1.53814,     -3.18431e-4
         1.53914,     -3.18804e-4
         1.54014,      -3.1918e-4
         1.54114,     -3.19547e-4
         1.54214,     -3.19906e-4
         1.54314,     -3.20266e-4
         1.54414,     -3.20628e-4
         1.54514,     -3.20992e-4
         1.54614,     -3.21357e-4
         1.54714,     -3.21724e-4
         1.54814,     -3.22102e-4
         1.54914,     -3.22492e-4
         1.55014,     -3.22883e-4
         1.55114,     -3.23276e-4
         1.55214,      -3.2367e-4
         1.55314,     -3.24066e-4
         1.55414,     -3.24454e-4
         1.55514,     -3.24834e-4
         1.55614,     -3.25225e-4
         1.55714,     -3.25617e-4
         1.55814,     -3.26011e-4
         1.55914,     -3.26407e-4
         1.56014,     -3.26804e-4
         1.56114,     -3.27213e-4
         1.56214,     -3.27624e-4
         1.56314,     -3.28036e-4
         1.56414,     -3.28449e-4
         1.56514,     -3.28864e-4
         1.56614,     -3.29281e-4
         1.56714,     -3.29689e-4
         1.56814,      -3.3009e-4
         1.56914,     -3.30491e-4
         1.57014,     -3.30895e-4
         1.57114,       -3.313e-4
         1.57214,     -3.31707e-4
         1.57314,     -3.32115e-4
         1.57414,     -3.32534e-4
         1.57514,     -3.32965e-4
         1.57614,     -3.33388e-4
         1.57714,     -3.33813e-4
         1.57814,     -3.34239e-4
         1.57914,     -3.34666e-4
         1.58014,     -3.35095e-4
         1.58114,     -3.35526e-4
         1.58214,     -3.35958e-4
         1.58314,     -3.36392e-4
         1.58414,     -3.36828e-4
         1.58514,     -3.37265e-4
         1.58614,     -3.37704e-4
         1.58714,     -3.38144e-4
         1.58814,     -3.38586e-4
         1.58914,      -3.3903e-4
         1.59014,     -3.39475e-4
         1.59114,     -3.39921e-4
         1.59214,      -3.4037e-4
         1.59314,     -3.40819e-4
         1.59414,     -3.41261e-4
         1.59514,     -3.41704e-4
         1.59614,     -3.42149e-4
         1.59714,     -3.42605e-4
         1.59814,     -3.43073e-4
         1.59914,     -3.43542e-4
         1.60014,     -3.44013e-4
         1.60114,     -3.44485e-4
         1.60214,     -3.44969e-4
         1.60314,     -3.45445e-4
         1.60414,     -3.45912e-4
         1.60514,     -3.46381e-4
         1.60614,     -3.46862e-4
         1.60714,     -3.47344e-4
         1.60814,     -3.47827e-4
         1.60914,     -3.48322e-4
         1.61014,     -3.48829e-4
         1.61114,     -3.49337e-4
         1.61214,     -3.49836e-4
         1.61314,     -3.50328e-4
         1.61414,     -3.50831e-4
         1.61514,     -3.51335e-4
         1.61614,     -3.51832e-4
         1.61714,      -3.5232e-4
         1.61814,     -3.52819e-4
         1.61914,      -3.5333e-4
         1.62014,     -3.53843e-4
         1.62114,     -3.54347e-4
         1.62214,     -3.54853e-4
         1.62314,      -3.5536e-4
         1.62414,     -3.55869e-4
         1.62514,      -3.5637e-4
         1.62614,     -3.56862e-4
         1.62714,     -3.57357e-4
         1.62814,     -3.57852e-4
         1.62914,      -3.5835e-4
         1.63014,     -3.58849e-4
         1.63114,     -3.59349e-4
         1.63214,     -3.59851e-4
         1.63314,     -3.60355e-4
         1.63414,      -3.6085e-4
         1.63514,     -3.61338e-4
         1.63614,     -3.61817e-4
         1.63714,     -3.62287e-4
         1.63814,      -3.6275e-4
         1.63914,     -3.63204e-4
         1.64014,      -3.6365e-4
         1.64114,     -3.64098e-4
         1.64214,     -3.64547e-4
         1.64314,     -3.64988e-4
         1.64414,      -3.6543e-4
         1.64514,     -3.65875e-4
         1.64614,      -3.6632e-4
         1.64714,     -3.66768e-4
         1.64814,     -3.67207e-4
         1.64914,     -3.67648e-4
         1.65014,      -3.6809e-4
         1.65114,     -3.68524e-4
         1.65214,      -3.6895e-4
         1.65314,     -3.69377e-4
         1.65414,     -3.69806e-4
         1.65514,     -3.70246e-4
         1.65614,     -3.70698e-4
         1.65714,     -3.71152e-4
         1.65814,     -3.71597e-4
         1.65914,     -3.72034e-4
         1.66014,     -3.72472e-4
         1.66114,     -3.72903e-4
         1.66214,     -3.73325e-4
         1.66314,     -3.73748e-4
         1.66414,     -3.74174e-4
         1.66514,     -3.74601e-4
         1.66614,     -3.75019e-4
         1.66714,     -3.75449e-4
         1.66814,     -3.75891e-4
         1.66914,     -3.76334e-4
         1.67014,     -3.76768e-4
         1.67114,     -3.77205e-4
         1.67214,     -3.77653e-4
         1.67314,     -3.78102e-4
         1.67414,     -3.78543e-4
         1.67514,     -3.78976e-4
         1.67614,     -3.79411e-4
         1.67714,     -3.79847e-4
         1.67814,     -3.80284e-4
         1.67914,     -3.80724e-4
         1.68014,     -3.81155e-4
         1.68114,     -3.81587e-4
         1.68214,     -3.82032e-4
         1.68314,     -3.82477e-4
         1.68414,     -3.82915e-4
         1.68514,     -3.83354e-4
         1.68614,     -3.83794e-4
         1.68714,     -3.84236e-4
         1.68814,      -3.8467e-4
         1.68914,     -3.85106e-4
         1.69014,     -3.85553e-4
         1.69114,     -3.86011e-4
         1.69214,     -3.86461e-4
         1.69314,     -3.86913e-4
         1.69414,     -3.87367e-4
         1.69514,     -3.87821e-4
         1.69614,     -3.88278e-4
         1.69714,     -3.88726e-4
         1.69814,     -3.89176e-4
         1.69914,     -3.89628e-4
         1.70014,     -3.90081e-4
         1.70114,     -3.90525e-4
         1.70214,     -3.90972e-4
         1.70314,      -3.9142e-4
         1.70414,     -3.91869e-4
         1.70514,     -3.92311e-4
         1.70614,     -3.92754e-4
         1.70714,     -3.93198e-4
         1.70814,     -3.93644e-4
         1.70914,     -3.94102e-4
         1.71014,     -3.94561e-4
         1.71114,     -3.95022e-4
         1.71214,     -3.95494e-4
         1.71314,     -3.95978e-4
         1.71414,     -3.96473e-4
         1.71514,     -3.96969e-4
         1.71614,     -3.97467e-4
         1.71714,     -3.97967e-4
         1.71814,     -3.98468e-4
         1.71914,     -3.98971e-4
         1.72014,     -3.99466e-4
         1.72114,     -3.99962e-4
         1.72214,      -4.0046e-4
         1.72314,      -4.0097e-4
         1.72414,     -4.01481e-4
         1.72514,     -4.02003e-4
         1.72614,     -4.02537e-4
         1.72714,     -4.03082e-4
         1.72814,     -4.03629e-4
         1.72914,     -4.04167e-4
         1.73014,     -4.04707e-4
         1.73114,     -4.05249e-4
         1.73214,     -4.05792e-4
         1.73314,     -4.06347e-4
         1.73414,     -4.06903e-4
         1.73514,     -4.07461e-4
         1.73614,     -4.08031e-4
         1.73714,     -4.08601e-4
         1.73814,     -4.09174e-4
         1.73914,     -4.09748e-4
         1.74014,     -4.10324e-4
         1.74114,     -4.10901e-4
         1.74214,      -4.1146e-4
         1.74314,     -4.12011e-4
         1.74414,     -4.12564e-4
         1.74514,     -4.13108e-4
         1.74614,     -4.13654e-4
         1.74714,     -4.14202e-4
         1.74814,      -4.1476e-4
         1.74914,     -4.15321e-4
         1.75014,     -4.15873e-4
         1.75114,     -4.16417e-4
         1.75214,     -4.16953e-4
         1.75314,     -4.17491e-4
         1.75414,      -4.1802e-4
         1.75514,     -4.18541e-4
         1.75614,     -4.19063e-4
         1.75714,     -4.19587e-4
         1.75814,     -4.20113e-4
         1.75914,      -4.2063e-4
         1.76014,      -4.2114e-4
         1.76114,     -4.21651e-4
         1.76214,     -4.22163e-4
         1.76314,     -4.22667e-4
         1.76414,     -4.23163e-4
         1.76514,     -4.23651e-4
         1.76614,      -4.2414e-4
         1.76714,     -4.24631e-4
         1.76814,     -4.25114e-4
         1.76914,     -4.25578e-4
         1.77014,     -4.26034e-4
         1.77114,     -4.26483e-4
         1.77214,     -4.26922e-4
         1.77314,     -4.27354e-4
         1.77414,     -4.27787e-4
         1.77514,     -4.28222e-4
         1.77614,     -4.28668e-4
         1.77714,     -4.29116e-4
         1.77814,     -4.29566e-4
         1.77914,     -4.30017e-4
         1.78014,     -4.30479e-4
         1.78114,     -4.30943e-4
         1.78214,     -4.31409e-4
         1.78314,     -4.31886e-4
         1.78414,     -4.32374e-4
         1.78514,     -4.32864e-4
         1.78614,     -4.33356e-4
         1.78714,     -4.33849e-4
         1.78814,     -4.34344e-4
         1.78914,      -4.3484e-4
         1.79014,     -4.35328e-4
         1.79114,     -4.35808e-4
         1.79214,      -4.3628e-4
         1.79314,     -4.36753e-4
         1.79414,     -4.37228e-4
         1.79514,     -4.37695e-4
         1.79614,     -4.38163e-4
         1.79714,     -4.38623e-4
         1.79814,     -4.39085e-4
         1.79914,     -4.39548e-4
         1.80014,     -4.40003e-4
         1.80114,     -4.40459e-4
         1.80214,     -4.40917e-4
         1.80314,     -4.41377e-4
         1.80414,     -4.41838e-4
         1.80514,     -4.42311e-4
         1.80614,     -4.42805e-4
         1.80714,      -4.4331e-4
         1.80814,     -4.43827e-4
         1.80914,     -4.44346e-4
         1.81014,     -4.44876e-4
         1.81114,     -4.45417e-4
         1.81214,      -4.4596e-4
         1.81314,     -4.46504e-4
         1.81414,      -4.4705e-4
         1.81514,     -4.47608e-4
         1.81614,     -4.48167e-4
         1.81714,     -4.48727e-4
         1.81814,     -4.49289e-4
         1.81914,     -4.49853e-4
         1.82014,     -4.50409e-4
         1.82114,     -4.50956e-4
         1.82214,     -4.51495e-4
         1.82314,     -4.52026e-4
         1.82414,     -4.52549e-4
         1.82514,     -4.53063e-4
         1.82614,     -4.53569e-4
         1.82714,     -4.54077e-4
         1.82814,     -4.54586e-4
         1.82914,     -4.55107e-4
         1.83014,     -4.55629e-4
         1.83114,     -4.56153e-4
         1.83214,     -4.56689e-4
         1.83314,     -4.57235e-4
         1.83414,     -4.57794e-4
         1.83514,     -4.58353e-4
         1.83614,     -4.58905e-4
         1.83714,     -4.59458e-4
         1.83814,     -4.60013e-4
         1.83914,     -4.60569e-4
         1.84014,     -4.61127e-4
         1.84114,     -4.61696e-4
         1.84214,     -4.62277e-4
         1.84314,      -4.6286e-4
         1.84414,     -4.63434e-4
         1.84514,     -4.64009e-4
         1.84614,     -4.64587e-4
         1.84714,     -4.65156e-4
         1.84814,     -4.65717e-4
         1.84914,     -4.66269e-4
         1.85014,     -4.66823e-4
         1.85114,     -4.67369e-4
         1.85214,     -4.67917e-4
         1.85314,     -4.68466e-4
         1.85414,     -4.69007e-4
         1.85514,     -4.69549e-4
         1.85614,     -4.70093e-4
         1.85714,     -4.70639e-4
         1.85814,     -4.71186e-4
         1.85914,     -4.71735e-4
         1.86014,     -4.72295e-4
         1.86114,     -4.72857e-4
         1.86214,     -4.73421e-4
         1.86314,     -4.73986e-4
         1.86414,     -4.74552e-4
         1.86514,      -4.7512e-4
         1.86614,      -4.7568e-4
         1.86714,     -4.76242e-4
         1.86814,     -4.76815e-4
         1.86914,     -4.77399e-4
         1.87014,     -4.77985e-4
         1.87114,     -4.78563e-4
         1.87214,     -4.79142e-4
         1.87314,     -4.79723e-4
         1.87414,     -4.80296e-4
         1.87514,     -4.80851e-4
         1.87614,     -4.81397e-4
         1.87714,     -4.81945e-4
         1.87814,     -4.82495e-4
         1.87914,     -4.83046e-4
         1.88014,     -4.83609e-4
         1.88114,     -4.84183e-4
         1.88214,     -4.84758e-4
         1.88314,     -4.85335e-4
         1.88414,     -4.85904e-4
         1.88514,     -4.86475e-4
         1.88614,     -4.87057e-4
         1.88714,     -4.87631e-4
         1.88814,     -4.88196e-4
         1.88914,     -4.88753e-4
         1.89014,     -4.89312e-4
         1.89114,     -4.89873e-4
         1.89214,     -4.90425e-4
         1.89314,     -4.90969e-4
         1.89414,     -4.91514e-4
         1.89514,     -4.92062e-4
         1.89614,       -4.926e-4
         1.89714,     -4.93121e-4
         1.89814,     -4.93634e-4
         1.89914,     -4.94148e-4
         1.90014,     -4.94664e-4
         1.90114,     -4.95181e-4
         1.90214,      -4.9569e-4
         1.90314,     -4.96211e-4
         1.90414,     -4.96753e-4
         1.90514,     -4.97306e-4
         1.90614,     -4.97871e-4
         1.90714,     -4.98437e-4
         1.90814,     -4.99005e-4
         1.90914,     -4.99574e-4
         1.91014,     -5.00136e-4
         1.91114,     -5.00698e-4
         1.91214,     -5.01263e-4
         1.91314,     -5.01829e-4
         1.91414,     -5.02406e-4
         1.91514,     -5.02975e-4
         1.91614,     -5.03546e-4
         1.91714,     -5.04118e-4
         1.91814,     -5.04673e-4
         1.91914,     -5.05209e-4
         1.92014,     -5.05727e-4
         1.92114,     -5.06237e-4
         1.92214,     -5.06748e-4
         1.92314,     -5.07252e-4
         1.92414,     -5.07766e-4
         1.92514,     -5.08282e-4
         1.92614,      -5.0881e-4
         1.92714,     -5.09349e-4
         1.92814,      -5.0987e-4
         1.92914,     -5.10393e-4
         1.93014,     -5.10917e-4
         1.93114,     -5.11443e-4
         1.93214,      -5.1198e-4
         1.93314,     -5.12519e-4
         1.93414,     -5.13079e-4
         1.93514,      -5.1366e-4
         1.93614,     -5.14253e-4
         1.93714,     -5.14848e-4
         1.93814,     -5.15434e-4
         1.93914,     -5.16021e-4
         1.94014,     -5.16611e-4
         1.94114,     -5.17192e-4
         1.94214,     -5.17764e-4
         1.94314,     -5.18339e-4
         1.94414,     -5.18925e-4
         1.94514,     -5.19522e-4
         1.94614,     -5.20121e-4
         1.94714,     -5.20721e-4
         1.94814,     -5.21333e-4
         1.94914,     -5.21956e-4
         1.95014,     -5.22581e-4
         1.95114,     -5.23208e-4
         1.95214,     -5.23845e-4
         1.95314,     -5.24495e-4
         1.95414,     -5.25146e-4
         1.95514,     -5.25788e-4
         1.95614,     -5.26442e-4
         1.95714,     -5.27108e-4
         1.95814,     -5.27775e-4
         1.95914,     -5.28424e-4
         1.96014,     -5.29055e-4
         1.96114,     -5.29687e-4
         1.96214,     -5.30322e-4
         1.96314,     -5.30947e-4
         1.96414,     -5.31575e-4
         1.96514,     -5.32204e-4
         1.96614,     -5.32835e-4
         1.96714,     -5.33467e-4
         1.96814,     -5.34091e-4
         1.96914,     -5.34717e-4
         1.97014,     -5.35344e-4
         1.97114,     -5.35982e-4
         1.97214,     -5.36623e-4
         1.97314,     -5.37255e-4
         1.97414,     -5.37898e-4
         1.97514,     -5.38553e-4
         1.97614,     -5.39209e-4
         1.97714,     -5.39857e-4
         1.97814,     -5.40497e-4
         1.97914,     -5.41149e-4
         1.98014,     -5.41802e-4
         1.98114,     -5.42436e-4
         1.98214,     -5.43063e-4
         1.98314,     -5.43682e-4
         1.98414,     -5.44292e-4
         1.98514,     -5.44894e-4
         1.98614,     -5.45487e-4
         1.98714,     -5.46073e-4
         1.98814,      -5.4665e-4
         1.98914,     -5.47229e-4
         1.99014,     -5.47799e-4
         1.99114,     -5.48372e-4
         1.99214,     -5.48945e-4
         1.99314,     -5.49521e-4
         1.99414,     -5.50107e-4
         1.99514,     -5.50686e-4
         1.99614,     -5.51266e-4
         1.99714,     -5.51867e-4
         1.99814,      -5.5248e-4
         1.99914,     -5.53085e-4
         2.00014,     -5.53681e-4
         2.00114,     -5.54279e-4
         2.00214,     -5.54878e-4
         2.00314,     -5.55479e-4
         2.00414,     -5.56072e-4
         2.00514,     -5.56667e-4
         2.00614,     -5.57273e-4
         2.00714,      -5.5789e-4
         2.00814,     -5.58499e-4
         2.00914,      -5.5911e-4
         2.01014,     -5.59732e-4
         2.01114,     -5.60355e-4
         2.01214,     -5.60981e-4
         2.01314,     -5.61598e-4
         2.01414,     -5.62206e-4
         2.01514,     -5.62826e-4
         2.01614,     -5.63458e-4
         2.01714,     -5.64081e-4
         2.01814,     -5.64697e-4
         2.01914,     -5.65313e-4
         2.02014,     -5.65932e-4
         2.02114,     -5.66542e-4
         2.02214,     -5.67144e-4
         2.02314,     -5.67737e-4
         2.02414,     -5.68322e-4
         2.02514,     -5.68909e-4
         2.02614,     -5.69488e-4
         2.02714,     -5.70068e-4
         2.02814,      -5.7066e-4
         2.02914,     -5.71254e-4
         2.03014,     -5.71848e-4
         2.03114,     -5.72445e-4
         2.03214,     -5.73053e-4
         2.03314,     -5.73682e-4
         2.03414,     -5.74313e-4
         2.03514,     -5.74935e-4
         2.03614,     -5.75559e-4
         2.03714,     -5.76195e-4
         2.03814,     -5.76822e-4
         2.03914,     -5.77441e-4
         2.04014,     -5.78052e-4
         2.04114,     -5.78665e-4
         2.04214,     -5.79279e-4
         2.04314,     -5.79884e-4
         2.04414,     -5.80482e-4
         2.04514,     -5.81081e-4
         2.04614,     -5.81682e-4
         2.04714,     -5.82274e-4
         2.04814,     -5.82849e-4
         2.04914,     -5.83425e-4
         2.05014,     -5.84002e-4
         2.05114,     -5.84572e-4
         2.05214,     -5.85133e-4
         2.05314,     -5.85686e-4
         2.05414,      -5.8624e-4
         2.05514,     -5.86806e-4
         2.05614,     -5.87373e-4
         2.05714,     -5.87942e-4
         2.05814,     -5.88503e-4
         2.05914,     -5.89066e-4
         2.06014,      -5.8963e-4
         2.06114,     -5.90195e-4
         2.06214,     -5.90763e-4
         2.06314,     -5.91341e-4
         2.06414,     -5.91931e-4
         2.06514,     -5.92533e-4
         2.06614,     -5.93136e-4
         2.06714,      -5.9376e-4
         2.06814,     -5.94415e-4
         2.06914,     -5.95092e-4
         2.07014,       -5.958e-4
         2.07114,     -5.96529e-4
         2.07214,     -5.97279e-4
         2.07314,      -5.9805e-4
         2.07414,     -5.98824e-4
         2.07514,     -5.99598e-4
         2.07614,     -6.00365e-4
         2.07714,     -6.01113e-4
         2.07814,     -6.01853e-4
         2.07914,     -6.02585e-4
         2.08014,     -6.03309e-4
         2.08114,     -6.04024e-4
         2.08214,     -6.04721e-4
         2.08314,      -6.0541e-4
         2.08414,     -6.06072e-4
         2.08514,     -6.06695e-4
         2.08614,       -6.073e-4
         2.08714,     -6.07878e-4
         2.08814,     -6.08447e-4
         2.08914,     -6.09008e-4
         2.09014,     -6.09571e-4
         2.09114,     -6.10155e-4
         2.09214,      -6.1075e-4
         2.09314,     -6.11347e-4
         2.09414,     -6.11945e-4
         2.09514,     -6.12545e-4
         2.09614,     -6.13157e-4
         2.09714,      -6.1377e-4
         2.09814,     -6.14385e-4
         2.09914,     -6.15011e-4
         2.10014,     -6.15648e-4
         2.10114,     -6.16297e-4
         2.10214,     -6.16948e-4
         2.10314,       -6.176e-4
         2.10414,     -6.18254e-4
         2.10514,     -6.18919e-4
         2.10614,     -6.19585e-4
         2.10714,     -6.20234e-4
         2.10814,     -6.20874e-4
         2.10914,     -6.21507e-4
         2.11014,     -6.22131e-4
         2.11114,     -6.22736e-4
         2.11214,     -6.23324e-4
         2.11314,     -6.23923e-4
         2.11414,     -6.24524e-4
         2.11514,     -6.25107e-4
         2.11614,     -6.25682e-4
         2.11714,     -6.26248e-4
         2.11814,     -6.26816e-4
         2.11914,     -6.27375e-4
         2.12014,     -6.27917e-4
         2.12114,      -6.2846e-4
         2.12214,     -6.29005e-4
         2.12314,     -6.29561e-4
         2.12414,     -6.30119e-4
         2.12514,     -6.30668e-4
         2.12614,     -6.31239e-4
         2.12714,     -6.31831e-4
         2.12814,     -6.32434e-4
         2.12914,     -6.33039e-4
         2.13014,     -6.33656e-4
         2.13114,     -6.34303e-4
         2.13214,     -6.34962e-4
         2.13314,     -6.35613e-4
         2.13414,     -6.36265e-4
         2.13514,     -6.36939e-4
         2.13614,     -6.37634e-4
         2.13714,      -6.3833e-4
         2.13814,     -6.39018e-4
         2.13914,     -6.39708e-4
         2.14014,     -6.40399e-4
         2.14114,     -6.41073e-4
         2.14214,     -6.41728e-4
         2.14314,     -6.42375e-4
         2.14414,     -6.43033e-4
         2.14514,     -6.43683e-4
         2.14614,     -6.44315e-4
         2.14714,     -6.44939e-4
         2.14814,     -6.45575e-4
         2.14914,     -6.46211e-4
         2.15014,      -6.4683e-4
         2.15114,     -6.47441e-4
         2.15214,     -6.48043e-4
         2.15314,     -6.48657e-4
         2.15414,     -6.49282e-4
         2.15514,     -6.49909e-4
         2.15614,     -6.50557e-4
         2.15714,     -6.51216e-4
         2.15814,     -6.51887e-4
         2.15914,     -6.52569e-4
         2.16014,     -6.53243e-4
         2.16114,     -6.53939e-4
         2.16214,     -6.54655e-4
         2.16314,     -6.55373e-4
         2.16414,     -6.56093e-4
         2.16514,     -6.56814e-4
         2.16614,     -6.57567e-4
         2.16714,     -6.58321e-4
         2.16814,     -6.59066e-4
         2.16914,     -6.59804e-4
         2.17014,     -6.60533e-4
         2.17114,     -6.61254e-4
         2.17214,     -6.61947e-4
         2.17314,     -6.62622e-4
         2.17414,     -6.63289e-4
         2.17514,     -6.63948e-4
         2.17614,     -6.64598e-4
         2.17714,      -6.6523e-4
         2.17814,     -6.65844e-4
         2.17914,      -6.6645e-4
         2.18014,     -6.67058e-4
         2.18114,     -6.67657e-4
         2.18214,     -6.68239e-4
         2.18314,     -6.68812e-4
         2.18414,     -6.69386e-4
         2.18514,     -6.69962e-4
         2.18614,      -6.7055e-4
         2.18714,     -6.71129e-4
         2.18814,      -6.7173e-4
         2.18914,     -6.72342e-4
         2.19014,     -6.72956e-4
         2.19114,     -6.73581e-4
         2.19214,     -6.74188e-4
         2.19314,     -6.74796e-4
         2.19414,     -6.75416e-4
         2.19514,     -6.76028e-4
         2.19614,     -6.76651e-4
         2.19714,     -6.77276e-4
         2.19814,     -6.77903e-4
         2.19914,     -6.78531e-4
         2.20014,      -6.7915e-4
         2.20114,     -6.79772e-4
         2.20214,     -6.80385e-4
         2.20314,      -6.8097e-4
         2.20414,     -6.81537e-4
         2.20514,     -6.82086e-4
         2.20614,     -6.82637e-4
         2.20714,     -6.83179e-4
         2.20814,     -6.83713e-4
         2.20914,     -6.84239e-4
         2.21014,     -6.84767e-4
         2.21114,     -6.85306e-4
         2.21214,     -6.85846e-4
         2.21314,     -6.86388e-4
         2.21414,     -6.86922e-4
         2.21514,     -6.87458e-4
         2.21614,     -6.88005e-4
         2.21714,     -6.88553e-4
         2.21814,     -6.89103e-4
         2.21914,     -6.89675e-4
         2.22014,     -6.90267e-4
         2.22114,     -6.90881e-4
         2.22214,     -6.91506e-4
         2.22314,     -6.92133e-4
         2.22414,     -6.92781e-4
         2.22514,     -6.93431e-4
         2.22614,     -6.94082e-4
         2.22714,     -6.94735e-4
         2.22814,     -6.95389e-4
         2.22914,     -6.96055e-4
         2.23014,     -6.96733e-4
         2.23114,     -6.97412e-4
         2.23214,     -6.98082e-4
         2.23314,     -6.98754e-4
         2.23414,     -6.99418e-4
         2.23514,     -7.00074e-4
         2.23614,     -7.00712e-4
         2.23714,     -7.01332e-4
         2.23814,     -7.01943e-4
         2.23914,     -7.02556e-4
         2.24014,     -7.03161e-4
         2.24114,     -7.03757e-4
         2.24214,     -7.04355e-4
         2.24314,     -7.04945e-4
         2.24414,     -7.05517e-4
         2.24514,     -7.06081e-4
         2.24614,     -7.06646e-4
         2.24714,     -7.07213e-4
         2.24814,     -7.07791e-4
         2.24914,     -7.08371e-4
         2.25014,     -7.08962e-4
         2.25114,     -7.09574e-4
         2.25214,     -7.10208e-4
         2.25314,     -7.10853e-4
         2.25414,      -7.1149e-4
         2.25514,     -7.12148e-4
         2.25614,     -7.12817e-4
         2.25714,     -7.13498e-4
         2.25814,     -7.14191e-4
         2.25914,     -7.14895e-4
         2.26014,      -7.1562e-4
         2.26114,     -7.16346e-4
         2.26214,     -7.17055e-4
         2.26314,     -7.17745e-4
         2.26414,     -7.18418e-4
         2.26514,     -7.19082e-4
         2.26614,     -7.19728e-4
         2.26714,     -7.20356e-4
         2.26814,     -7.20976e-4
         2.26914,     -7.21607e-4
         2.27014,      -7.2225e-4
         2.27114,     -7.22884e-4
         2.27214,      -7.2352e-4
         2.27314,     -7.24168e-4
         2.27414,     -7.24817e-4
         2.27514,     -7.25468e-4
         2.27614,      -7.2611e-4
         2.27714,     -7.26754e-4
         2.27814,     -7.27419e-4
         2.27914,     -7.28096e-4
