                ,pos_z
         11.2251,        -6.89054
         11.2261,        -6.89232
         11.2271,         -6.8941
         11.2281,        -6.89588
         11.2291,        -6.89766
         11.2301,        -6.89944
         11.2311,        -6.90122
         11.2321,          -6.903
         11.2331,        -6.90477
         11.2341,        -6.90655
         11.2351,        -6.90833
         11.2361,        -6.91011
         11.2371,        -6.91189
         11.2381,        -6.91367
         11.2391,        -6.91545
         11.2401,        -6.91723
         11.2411,        -6.91901
         11.2421,        -6.92079
         11.2431,        -6.92257
         11.2441,        -6.92435
         11.2451,        -6.92613
         11.2461,        -6.92791
         11.2471,        -6.92968
         11.2481,        -6.93146
         11.2491,        -6.93324
         11.2501,        -6.93502
         11.2511,         -6.9368
         11.2521,        -6.93858
         11.2531,        -6.94036
         11.2541,        -6.94214
         11.2551,        -6.94392
         11.2561,         -6.9457
         11.2571,        -6.94748
         11.2581,        -6.94926
         11.2591,        -6.95104
         11.2601,        -6.95282
         11.2611,         -6.9546
         11.2621,        -6.95638
         11.2631,        -6.95815
         11.2641,        -6.95993
         11.2651,        -6.96171
         11.2661,        -6.96349
         11.2671,        -6.96527
         11.2681,        -6.96705
         11.2691,        -6.96883
         11.2701,        -6.97061
         11.2711,        -6.97239
         11.2721,        -6.97417
         11.2731,        -6.97595
         11.2741,        -6.97773
         11.2751,        -6.97951
         11.2761,        -6.98128
         11.2771,        -6.98306
         11.2781,        -6.98484
         11.2791,        -6.98662
         11.2801,         -6.9884
         11.2811,        -6.99018
         11.2821,        -6.99196
         11.2831,        -6.99374
         11.2841,        -6.99552
         11.2851,        -6.99729
         11.2861,        -6.99907
         11.2871,        -7.00085
         11.2881,        -7.00263
         11.2891,        -7.00441
         11.2901,        -7.00619
         11.2911,        -7.00797
         11.2921,        -7.00975
         11.2931,        -7.01152
         11.2941,         -7.0133
         11.2951,        -7.01508
         11.2961,        -7.01686
         11.2971,        -7.01864
         11.2981,        -7.02042
         11.2991,        -7.02219
         11.3001,        -7.02397
         11.3011,        -7.02575
         11.3021,        -7.02753
         11.3031,        -7.02931
         11.3041,        -7.03109
         11.3051,        -7.03286
         11.3061,        -7.03464
         11.3071,        -7.03642
         11.3081,         -7.0382
         11.3091,        -7.03998
         11.3101,        -7.04175
         11.3111,        -7.04353
         11.3121,        -7.04531
         11.3131,        -7.04709
         11.3141,        -7.04887
         11.3151,        -7.05065
         11.3161,        -7.05242
         11.3171,         -7.0542
         11.3181,        -7.05598
         11.3191,        -7.05776
         11.3201,        -7.05954
         11.3211,        -7.06132
         11.3221,        -7.06309
         11.3231,        -7.06487
         11.3241,        -7.06665
         11.3251,        -7.06843
         11.3261,        -7.07021
         11.3271,        -7.07199
         11.3281,        -7.07377
         11.3291,        -7.07554
         11.3301,        -7.07732
         11.3311,         -7.0791
         11.3321,        -7.08088
         11.3331,        -7.08266
         11.3341,        -7.08444
         11.3351,        -7.08622
         11.3361,          -7.088
         11.3371,        -7.08977
         11.3381,        -7.09155
         11.3391,        -7.09333
         11.3401,        -7.09511
         11.3411,        -7.09689
         11.3421,        -7.09867
         11.3431,        -7.10045
         11.3441,        -7.10223
         11.3451,        -7.10401
         11.3461,        -7.10579
         11.3471,        -7.10756
         11.3481,        -7.10934
         11.3491,        -7.11112
         11.3501,         -7.1129
         11.3511,        -7.11468
         11.3521,        -7.11646
         11.3531,        -7.11824
         11.3541,        -7.12002
         11.3551,         -7.1218
         11.3561,        -7.12358
         11.3571,        -7.12536
         11.3581,        -7.12714
         11.3591,        -7.12892
         11.3601,         -7.1307
         11.3611,        -7.13247
         11.3621,        -7.13425
         11.3631,        -7.13603
         11.3641,        -7.13781
         11.3651,        -7.13959
         11.3661,        -7.14137
         11.3671,        -7.14315
         11.3681,        -7.14493
         11.3691,        -7.14671
         11.3701,        -7.14849
         11.3711,        -7.15027
         11.3721,        -7.15205
         11.3731,        -7.15383
         11.3741,         -7.1556
         11.3751,        -7.15738
         11.3761,        -7.15916
         11.3771,        -7.16094
         11.3781,        -7.16272
         11.3791,         -7.1645
         11.3801,        -7.16628
         11.3811,        -7.16806
         11.3821,        -7.16984
         11.3831,        -7.17162
         11.3841,        -7.17339
         11.3851,        -7.17517
         11.3861,        -7.17695
         11.3871,        -7.17873
         11.3881,        -7.18051
         11.3891,        -7.18229
         11.3901,        -7.18407
         11.3911,        -7.18584
         11.3921,        -7.18762
         11.3931,         -7.1894
         11.3941,        -7.19118
         11.3951,        -7.19296
         11.3961,        -7.19473
         11.3971,        -7.19651
         11.3981,        -7.19829
         11.3991,        -7.20007
         11.4001,        -7.20185
         11.4011,        -7.20363
         11.4021,         -7.2054
         11.4031,        -7.20718
         11.4041,        -7.20896
         11.4051,        -7.21074
         11.4061,        -7.21252
         11.4071,         -7.2143
         11.4081,        -7.21607
         11.4091,        -7.21785
         11.4101,        -7.21963
         11.4111,        -7.22141
         11.4121,        -7.22319
         11.4131,        -7.22496
         11.4141,        -7.22674
         11.4151,        -7.22852
         11.4161,         -7.2303
         11.4171,        -7.23208
         11.4181,        -7.23386
         11.4191,        -7.23563
         11.4201,        -7.23741
         11.4211,        -7.23919
         11.4221,        -7.24097
         11.4231,        -7.24275
         11.4241,        -7.24453
         11.4251,        -7.24631
         11.4261,        -7.24808
         11.4271,        -7.24986
         11.4281,        -7.25164
         11.4291,        -7.25342
         11.4301,         -7.2552
         11.4311,        -7.25698
         11.4321,        -7.25876
         11.4331,        -7.26053
         11.4341,        -7.26231
         11.4351,        -7.26409
         11.4361,        -7.26587
         11.4371,        -7.26765
         11.4381,        -7.26943
         11.4391,        -7.27121
         11.4401,        -7.27299
         11.4411,        -7.27477
         11.4421,        -7.27655
         11.4431,        -7.27833
         11.4441,         -7.2801
         11.4451,        -7.28188
         11.4461,        -7.28366
         11.4471,        -7.28544
         11.4481,        -7.28722
         11.4491,          -7.289
         11.4501,        -7.29078
         11.4511,        -7.29256
         11.4521,        -7.29434
         11.4531,        -7.29612
         11.4541,         -7.2979
         11.4551,        -7.29968
         11.4561,        -7.30146
         11.4571,        -7.30324
         11.4581,        -7.30501
         11.4591,        -7.30679
         11.4601,        -7.30857
         11.4611,        -7.31035
         11.4621,        -7.31213
         11.4631,        -7.31391
         11.4641,        -7.31569
         11.4651,        -7.31747
         11.4661,        -7.31925
         11.4671,        -7.32103
         11.4681,        -7.32281
         11.4691,        -7.32459
         11.4701,        -7.32637
         11.4711,        -7.32815
         11.4721,        -7.32993
         11.4731,         -7.3317
         11.4741,        -7.33348
         11.4751,        -7.33526
         11.4761,        -7.33704
         11.4771,        -7.33882
         11.4781,         -7.3406
         11.4791,        -7.34238
         11.4801,        -7.34416
         11.4811,        -7.34593
         11.4821,        -7.34771
         11.4831,        -7.34949
         11.4841,        -7.35127
         11.4851,        -7.35305
         11.4861,        -7.35483
         11.4871,        -7.35661
         11.4881,        -7.35838
         11.4891,        -7.36016
         11.4901,        -7.36194
         11.4911,        -7.36372
         11.4921,         -7.3655
         11.4931,        -7.36728
         11.4941,        -7.36905
         11.4951,        -7.37083
         11.4961,        -7.37261
         11.4971,        -7.37439
         11.4981,        -7.37617
         11.4991,        -7.37794
         11.5001,        -7.37972
         11.5011,         -7.3815
         11.5021,        -7.38328
         11.5031,        -7.38506
         11.5041,        -7.38684
         11.5051,        -7.38861
         11.5061,        -7.39039
         11.5071,        -7.39217
         11.5081,        -7.39395
         11.5091,        -7.39572
         11.5101,         -7.3975
         11.5111,        -7.39928
         11.5121,        -7.40106
         11.5131,        -7.40284
         11.5141,        -7.40462
         11.5151,        -7.40639
         11.5161,        -7.40817
         11.5171,        -7.40995
         11.5181,        -7.41173
         11.5191,        -7.41351
         11.5201,        -7.41528
         11.5211,        -7.41706
         11.5221,        -7.41884
         11.5231,        -7.42062
         11.5241,         -7.4224
         11.5251,        -7.42418
         11.5261,        -7.42595
         11.5271,        -7.42773
         11.5281,        -7.42951
         11.5291,        -7.43129
         11.5301,        -7.43307
         11.5311,        -7.43485
         11.5321,        -7.43663
         11.5331,         -7.4384
         11.5341,        -7.44018
         11.5351,        -7.44196
         11.5361,        -7.44374
         11.5371,        -7.44552
         11.5381,         -7.4473
         11.5391,        -7.44908
         11.5401,        -7.45086
         11.5411,        -7.45264
         11.5421,        -7.45442
         11.5431,        -7.45619
         11.5441,        -7.45797
         11.5451,        -7.45975
         11.5461,        -7.46153
         11.5471,        -7.46331
         11.5481,        -7.46509
         11.5491,        -7.46687
         11.5501,        -7.46865
         11.5511,        -7.47043
         11.5521,        -7.47221
         11.5531,        -7.47399
         11.5541,        -7.47577
         11.5551,        -7.47755
         11.5561,        -7.47933
         11.5571,        -7.48111
         11.5581,        -7.48289
         11.5591,        -7.48467
         11.5601,        -7.48645
         11.5611,        -7.48823
         11.5621,        -7.49001
         11.5631,        -7.49179
         11.5641,        -7.49357
         11.5651,        -7.49535
         11.5661,        -7.49713
         11.5671,        -7.49891
         11.5681,        -7.50069
         11.5691,        -7.50247
         11.5701,        -7.50425
         11.5711,        -7.50603
         11.5721,        -7.50781
         11.5731,        -7.50959
         11.5741,        -7.51136
         11.5751,        -7.51314
         11.5761,        -7.51492
         11.5771,         -7.5167
         11.5781,        -7.51848
         11.5791,        -7.52026
         11.5801,        -7.52204
         11.5811,        -7.52382
         11.5821,         -7.5256
         11.5831,        -7.52738
         11.5841,        -7.52916
         11.5851,        -7.53094
         11.5861,        -7.53272
         11.5871,         -7.5345
         11.5881,        -7.53627
         11.5891,        -7.53805
         11.5901,        -7.53983
         11.5911,        -7.54161
         11.5921,        -7.54339
         11.5931,        -7.54517
         11.5941,        -7.54695
         11.5951,        -7.54873
         11.5961,        -7.55051
         11.5971,        -7.55228
         11.5981,        -7.55406
         11.5991,        -7.55584
         11.6001,        -7.55762
         11.6011,         -7.5594
         11.6021,        -7.56118
         11.6031,        -7.56296
         11.6041,        -7.56473
         11.6051,        -7.56651
         11.6061,        -7.56829
         11.6071,        -7.57007
         11.6081,        -7.57185
         11.6091,        -7.57363
         11.6101,         -7.5754
         11.6111,        -7.57718
         11.6121,        -7.57896
         11.6131,        -7.58074
         11.6141,        -7.58252
         11.6151,         -7.5843
         11.6161,        -7.58607
         11.6171,        -7.58785
         11.6181,        -7.58963
         11.6191,        -7.59141
         11.6201,        -7.59319
         11.6211,        -7.59497
         11.6221,        -7.59675
         11.6231,        -7.59852
         11.6241,         -7.6003
         11.6251,        -7.60208
         11.6261,        -7.60386
         11.6271,        -7.60564
         11.6281,        -7.60742
         11.6291,         -7.6092
         11.6301,        -7.61098
         11.6311,        -7.61276
         11.6321,        -7.61453
         11.6331,        -7.61631
         11.6341,        -7.61809
         11.6351,        -7.61987
         11.6361,        -7.62165
         11.6371,        -7.62343
         11.6381,        -7.62521
         11.6391,        -7.62699
         11.6401,        -7.62877
         11.6411,        -7.63054
         11.6421,        -7.63232
         11.6431,         -7.6341
         11.6441,        -7.63588
         11.6451,        -7.63766
         11.6461,        -7.63944
         11.6471,        -7.64122
         11.6481,          -7.643
         11.6491,        -7.64478
         11.6501,        -7.64656
         11.6511,        -7.64834
         11.6521,        -7.65012
         11.6531,         -7.6519
         11.6541,        -7.65367
         11.6551,        -7.65545
         11.6561,        -7.65723
         11.6571,        -7.65901
         11.6581,        -7.66079
         11.6591,        -7.66257
         11.6601,        -7.66435
         11.6611,        -7.66613
         11.6621,        -7.66791
         11.6631,        -7.66969
         11.6641,        -7.67147
         11.6651,        -7.67324
         11.6661,        -7.67502
         11.6671,         -7.6768
         11.6681,        -7.67858
         11.6691,        -7.68036
         11.6701,        -7.68214
         11.6711,        -7.68392
         11.6721,         -7.6857
         11.6731,        -7.68747
         11.6741,        -7.68925
         11.6751,        -7.69103
         11.6761,        -7.69281
         11.6771,        -7.69459
         11.6781,        -7.69637
         11.6791,        -7.69815
         11.6801,        -7.69992
         11.6811,         -7.7017
         11.6821,        -7.70348
         11.6831,        -7.70526
         11.6841,        -7.70704
         11.6851,        -7.70882
         11.6861,        -7.71059
         11.6871,        -7.71237
         11.6881,        -7.71415
         11.6891,        -7.71593
         11.6901,        -7.71771
         11.6911,        -7.71948
         11.6921,        -7.72126
         11.6931,        -7.72304
         11.6941,        -7.72482
         11.6951,         -7.7266
         11.6961,        -7.72837
         11.6971,        -7.73015
         11.6981,        -7.73193
         11.6991,        -7.73371
         11.7001,        -7.73549
         11.7011,        -7.73726
         11.7021,        -7.73904
         11.7031,        -7.74082
         11.7041,         -7.7426
         11.7051,        -7.74438
         11.7061,        -7.74615
         11.7071,        -7.74793
         11.7081,        -7.74971
         11.7091,        -7.75149
         11.7101,        -7.75327
         11.7111,        -7.75504
         11.7121,        -7.75682
         11.7131,         -7.7586
         11.7141,        -7.76038
         11.7151,        -7.76216
         11.7161,        -7.76393
         11.7171,        -7.76571
         11.7181,        -7.76749
         11.7191,        -7.76927
         11.7201,        -7.77105
         11.7211,        -7.77283
         11.7221,         -7.7746
         11.7231,        -7.77638
         11.7241,        -7.77816
         11.7251,        -7.77994
         11.7261,        -7.78172
         11.7271,         -7.7835
         11.7281,        -7.78528
         11.7291,        -7.78705
         11.7301,        -7.78883
         11.7311,        -7.79061
         11.7321,        -7.79239
         11.7331,        -7.79417
         11.7341,        -7.79595
         11.7351,        -7.79773
         11.7361,        -7.79951
         11.7371,        -7.80129
         11.7381,        -7.80306
         11.7391,        -7.80484
         11.7401,        -7.80662
         11.7411,         -7.8084
         11.7421,        -7.81018
         11.7431,        -7.81196
         11.7441,        -7.81374
         11.7451,        -7.81552
         11.7461,         -7.8173
         11.7471,        -7.81908
         11.7481,        -7.82086
         11.7491,        -7.82264
         11.7501,        -7.82442
         11.7511,         -7.8262
         11.7521,        -7.82798
         11.7531,        -7.82976
         11.7541,        -7.83154
         11.7551,        -7.83332
         11.7561,         -7.8351
         11.7571,        -7.83688
         11.7581,        -7.83866
         11.7591,        -7.84044
         11.7601,        -7.84222
         11.7611,          -7.844
         11.7621,        -7.84578
         11.7631,        -7.84756
         11.7641,        -7.84934
         11.7651,        -7.85112
         11.7661,         -7.8529
         11.7671,        -7.85468
         11.7681,        -7.85646
         11.7691,        -7.85824
         11.7701,        -7.86002
         11.7711,         -7.8618
         11.7721,        -7.86358
         11.7731,        -7.86536
         11.7741,        -7.86714
         11.7751,        -7.86892
         11.7761,         -7.8707
         11.7771,        -7.87248
         11.7781,        -7.87426
         11.7791,        -7.87604
         11.7801,        -7.87782
         11.7811,         -7.8796
         11.7821,        -7.88138
         11.7831,        -7.88316
         11.7841,        -7.88494
         11.7851,        -7.88672
         11.7861,         -7.8885
         11.7871,        -7.89028
         11.7881,        -7.89206
         11.7891,        -7.89384
         11.7901,        -7.89562
         11.7911,         -7.8974
         11.7921,        -7.89917
         11.7931,        -7.90095
         11.7941,        -7.90273
         11.7951,        -7.90451
         11.7961,        -7.90629
         11.7971,        -7.90807
         11.7981,        -7.90985
         11.7991,        -7.91163
         11.8001,        -7.91341
         11.8011,        -7.91518
         11.8021,        -7.91696
         11.8031,        -7.91874
         11.8041,        -7.92052
         11.8051,         -7.9223
         11.8061,        -7.92408
         11.8071,        -7.92586
         11.8081,        -7.92764
         11.8091,        -7.92942
         11.8101,        -7.93119
         11.8111,        -7.93297
         11.8121,        -7.93475
         11.8131,        -7.93653
         11.8141,        -7.93831
         11.8151,        -7.94009
         11.8161,        -7.94187
         11.8171,        -7.94364
         11.8181,        -7.94542
         11.8191,         -7.9472
         11.8201,        -7.94898
         11.8211,        -7.95076
         11.8221,        -7.95254
         11.8231,        -7.95432
         11.8241,         -7.9561
         11.8251,        -7.95787
         11.8261,        -7.95965
         11.8271,        -7.96143
         11.8281,        -7.96321
         11.8291,        -7.96499
         11.8301,        -7.96677
         11.8311,        -7.96855
         11.8321,        -7.97033
         11.8331,        -7.97211
         11.8341,        -7.97389
         11.8351,        -7.97566
         11.8361,        -7.97744
         11.8371,        -7.97922
         11.8381,          -7.981
         11.8391,        -7.98278
         11.8401,        -7.98456
         11.8411,        -7.98634
         11.8421,        -7.98812
         11.8431,         -7.9899
         11.8441,        -7.99168
         11.8451,        -7.99346
         11.8461,        -7.99524
         11.8471,        -7.99702
         11.8481,         -7.9988
         11.8491,        -8.00058
         11.8501,        -8.00236
         11.8511,        -8.00414
         11.8521,        -8.00592
         11.8531,         -8.0077
         11.8541,        -8.00948
         11.8551,        -8.01125
         11.8561,        -8.01303
         11.8571,        -8.01481
         11.8581,        -8.01659
         11.8591,        -8.01837
         11.8601,        -8.02015
         11.8611,        -8.02193
         11.8621,        -8.02371
         11.8631,        -8.02549
         11.8641,        -8.02727
         11.8651,        -8.02905
         11.8661,        -8.03083
         11.8671,        -8.03261
         11.8681,        -8.03439
         11.8691,        -8.03617
         11.8701,        -8.03795
         11.8711,        -8.03973
         11.8721,        -8.04151
         11.8731,        -8.04329
         11.8741,        -8.04507
         11.8751,        -8.04685
         11.8761,        -8.04862
         11.8771,         -8.0504
         11.8781,        -8.05218
         11.8791,        -8.05396
         11.8801,        -8.05574
         11.8811,        -8.05752
         11.8821,         -8.0593
         11.8831,        -8.06108
         11.8841,        -8.06286
         11.8851,        -8.06464
         11.8861,        -8.06641
         11.8871,        -8.06819
         11.8881,        -8.06997
         11.8891,        -8.07175
         11.8901,        -8.07353
         11.8911,        -8.07531
         11.8921,        -8.07709
         11.8931,        -8.07887
         11.8941,        -8.08065
         11.8951,        -8.08242
         11.8961,         -8.0842
         11.8971,        -8.08598
         11.8981,        -8.08776
         11.8991,        -8.08954
         11.9001,        -8.09132
         11.9011,         -8.0931
         11.9021,        -8.09487
         11.9031,        -8.09665
         11.9041,        -8.09843
         11.9051,        -8.10021
         11.9061,        -8.10199
         11.9071,        -8.10377
         11.9081,        -8.10555
         11.9091,        -8.10732
         11.9101,         -8.1091
         11.9111,        -8.11088
         11.9121,        -8.11266
         11.9131,        -8.11444
         11.9141,        -8.11622
         11.9151,          -8.118
         11.9161,        -8.11977
         11.9171,        -8.12155
         11.9181,        -8.12333
         11.9191,        -8.12511
         11.9201,        -8.12689
         11.9211,        -8.12867
         11.9221,        -8.13045
         11.9231,        -8.13223
         11.9241,          -8.134
         11.9251,        -8.13578
         11.9261,        -8.13756
         11.9271,        -8.13934
         11.9281,        -8.14112
         11.9291,         -8.1429
         11.9301,        -8.14468
         11.9311,        -8.14646
         11.9321,        -8.14824
         11.9331,        -8.15001
         11.9341,        -8.15179
         11.9351,        -8.15357
         11.9361,        -8.15535
         11.9371,        -8.15713
         11.9381,        -8.15891
         11.9391,        -8.16069
         11.9401,        -8.16247
         11.9411,        -8.16425
         11.9421,        -8.16603
         11.9431,        -8.16781
         11.9441,        -8.16959
         11.9451,        -8.17136
         11.9461,        -8.17314
         11.9471,        -8.17492
         11.9481,         -8.1767
         11.9491,        -8.17848
         11.9501,        -8.18026
         11.9511,        -8.18204
         11.9521,        -8.18382
         11.9531,         -8.1856
         11.9541,        -8.18738
         11.9551,        -8.18916
         11.9561,        -8.19094
         11.9571,        -8.19272
         11.9581,         -8.1945
         11.9591,        -8.19628
         11.9601,        -8.19806
         11.9611,        -8.19984
         11.9621,        -8.20162
         11.9631,         -8.2034
         11.9641,        -8.20518
         11.9651,        -8.20696
         11.9661,        -8.20874
         11.9671,        -8.21052
         11.9681,         -8.2123
         11.9691,        -8.21408
         11.9701,        -8.21586
         11.9711,        -8.21764
         11.9721,        -8.21942
         11.9731,         -8.2212
         11.9741,        -8.22298
         11.9751,        -8.22476
         11.9761,        -8.22654
         11.9771,        -8.22832
         11.9781,         -8.2301
         11.9791,        -8.23188
         11.9801,        -8.23366
         11.9811,        -8.23544
         11.9821,        -8.23722
         11.9831,          -8.239
         11.9841,        -8.24077
         11.9851,        -8.24255
         11.9861,        -8.24433
         11.9871,        -8.24611
         11.9881,        -8.24789
         11.9891,        -8.24967
         11.9901,        -8.25145
         11.9911,        -8.25323
         11.9921,        -8.25501
         11.9931,        -8.25679
         11.9941,        -8.25857
         11.9951,        -8.26035
         11.9961,        -8.26213
         11.9971,        -8.26391
         11.9981,        -8.26569
         11.9991,        -8.26746
         12.0001,        -8.26924
         12.0011,        -8.27102
         12.0021,         -8.2728
         12.0031,        -8.27458
         12.0041,        -8.27636
         12.0051,        -8.27814
         12.0061,        -8.27992
         12.0071,        -8.28169
         12.0081,        -8.28347
         12.0091,        -8.28525
         12.0101,        -8.28703
         12.0111,        -8.28881
         12.0121,        -8.29059
         12.0131,        -8.29237
         12.0141,        -8.29415
         12.0151,        -8.29593
         12.0161,         -8.2977
         12.0171,        -8.29948
         12.0181,        -8.30126
         12.0191,        -8.30304
         12.0201,        -8.30482
         12.0211,         -8.3066
         12.0221,        -8.30838
         12.0231,        -8.31016
         12.0241,        -8.31194
         12.0251,        -8.31371
         12.0261,        -8.31549
         12.0271,        -8.31727
         12.0281,        -8.31905
         12.0291,        -8.32083
         12.0301,        -8.32261
         12.0311,        -8.32439
         12.0321,        -8.32617
         12.0331,        -8.32795
         12.0341,        -8.32973
         12.0351,        -8.33151
         12.0361,        -8.33329
         12.0371,        -8.33506
         12.0381,        -8.33684
         12.0391,        -8.33862
         12.0401,         -8.3404
         12.0411,        -8.34218
         12.0421,        -8.34396
         12.0431,        -8.34574
         12.0441,        -8.34752
         12.0451,         -8.3493
         12.0461,        -8.35108
         12.0471,        -8.35286
         12.0481,        -8.35464
         12.0491,        -8.35642
         12.0501,         -8.3582
         12.0511,        -8.35998
         12.0521,        -8.36176
         12.0531,        -8.36354
         12.0541,        -8.36532
         12.0551,         -8.3671
         12.0561,        -8.36887
         12.0571,        -8.37065
         12.0581,        -8.37243
         12.0591,        -8.37421
         12.0601,        -8.37599
         12.0611,        -8.37777
         12.0621,        -8.37955
         12.0631,        -8.38133
         12.0641,        -8.38311
         12.0651,        -8.38489
         12.0661,        -8.38667
         12.0671,        -8.38844
         12.0681,        -8.39022
         12.0691,          -8.392
         12.0701,        -8.39378
         12.0711,        -8.39556
         12.0721,        -8.39734
         12.0731,        -8.39912
         12.0741,         -8.4009
         12.0751,        -8.40268
         12.0761,        -8.40446
         12.0771,        -8.40624
         12.0781,        -8.40801
         12.0791,        -8.40979
         12.0801,        -8.41157
         12.0811,        -8.41335
         12.0821,        -8.41513
         12.0831,        -8.41691
         12.0841,        -8.41869
         12.0851,        -8.42047
         12.0861,        -8.42224
         12.0871,        -8.42402
         12.0881,         -8.4258
         12.0891,        -8.42758
         12.0901,        -8.42936
         12.0911,        -8.43114
         12.0921,        -8.43292
         12.0931,        -8.43469
         12.0941,        -8.43647
         12.0951,        -8.43825
         12.0961,        -8.44003
         12.0971,        -8.44181
         12.0981,        -8.44359
         12.0991,        -8.44536
         12.1001,        -8.44714
         12.1011,        -8.44892
         12.1021,         -8.4507
         12.1031,        -8.45248
         12.1041,        -8.45425
         12.1051,        -8.45603
         12.1061,        -8.45781
         12.1071,        -8.45959
         12.1081,        -8.46137
         12.1091,        -8.46315
         12.1101,        -8.46492
         12.1111,         -8.4667
         12.1121,        -8.46848
         12.1131,        -8.47026
         12.1141,        -8.47204
         12.1151,        -8.47382
         12.1161,        -8.47559
         12.1171,        -8.47737
         12.1181,        -8.47915
         12.1191,        -8.48093
         12.1201,        -8.48271
         12.1211,        -8.48449
         12.1221,        -8.48626
         12.1231,        -8.48804
         12.1241,        -8.48982
         12.1251,         -8.4916
         12.1261,        -8.49338
         12.1271,        -8.49516
         12.1281,        -8.49694
         12.1291,        -8.49871
         12.1301,        -8.50049
         12.1311,        -8.50227
         12.1321,        -8.50405
         12.1331,        -8.50583
         12.1341,        -8.50761
         12.1351,        -8.50939
         12.1361,        -8.51117
         12.1371,        -8.51295
         12.1381,        -8.51473
         12.1391,        -8.51651
         12.1401,        -8.51829
         12.1411,        -8.52007
         12.1421,        -8.52184
         12.1431,        -8.52362
         12.1441,         -8.5254
         12.1451,        -8.52718
         12.1461,        -8.52896
         12.1471,        -8.53074
         12.1481,        -8.53252
         12.1491,         -8.5343
         12.1501,        -8.53608
         12.1511,        -8.53786
         12.1521,        -8.53964
         12.1531,        -8.54142
         12.1541,         -8.5432
         12.1551,        -8.54498
         12.1561,        -8.54676
         12.1571,        -8.54854
         12.1581,        -8.55032
         12.1591,         -8.5521
         12.1601,        -8.55388
         12.1611,        -8.55566
         12.1621,        -8.55744
         12.1631,        -8.55922
         12.1641,          -8.561
         12.1651,        -8.56278
         12.1661,        -8.56456
         12.1671,        -8.56634
         12.1681,        -8.56812
         12.1691,         -8.5699
         12.1701,        -8.57168
         12.1711,        -8.57346
         12.1721,        -8.57524
         12.1731,        -8.57702
         12.1741,        -8.57879
         12.1751,        -8.58057
         12.1761,        -8.58235
         12.1771,        -8.58413
         12.1781,        -8.58591
         12.1791,        -8.58769
         12.1801,        -8.58947
         12.1811,        -8.59125
         12.1821,        -8.59303
         12.1831,        -8.59481
         12.1841,        -8.59659
         12.1851,        -8.59836
         12.1861,        -8.60014
         12.1871,        -8.60192
         12.1881,         -8.6037
         12.1891,        -8.60548
         12.1901,        -8.60726
         12.1911,        -8.60904
         12.1921,        -8.61081
         12.1931,        -8.61259
         12.1941,        -8.61437
         12.1951,        -8.61615
         12.1961,        -8.61793
         12.1971,        -8.61971
         12.1981,        -8.62148
         12.1991,        -8.62326
         12.2001,        -8.62504
         12.2011,        -8.62682
         12.2021,        -8.62859
         12.2031,        -8.63037
         12.2041,        -8.63215
         12.2051,        -8.63393
         12.2061,        -8.63571
         12.2071,        -8.63748
         12.2081,        -8.63926
         12.2091,        -8.64104
         12.2101,        -8.64282
         12.2111,        -8.64459
         12.2121,        -8.64637
         12.2131,        -8.64815
         12.2141,        -8.64993
         12.2151,        -8.65171
         12.2161,        -8.65348
         12.2171,        -8.65526
         12.2181,        -8.65704
         12.2191,        -8.65882
         12.2201,        -8.66059
         12.2211,        -8.66237
         12.2221,        -8.66415
         12.2231,        -8.66593
         12.2241,         -8.6677
         12.2251,        -8.66948
         12.2261,        -8.67126
         12.2271,        -8.67304
         12.2281,        -8.67482
         12.2291,        -8.67659
         12.2301,        -8.67837
         12.2311,        -8.68015
         12.2321,        -8.68193
         12.2331,        -8.68371
         12.2341,        -8.68548
         12.2351,        -8.68726
         12.2361,        -8.68904
         12.2371,        -8.69082
         12.2381,         -8.6926
         12.2391,        -8.69438
         12.2401,        -8.69615
         12.2411,        -8.69793
         12.2421,        -8.69971
         12.2431,        -8.70149
         12.2441,        -8.70327
         12.2451,        -8.70505
         12.2461,        -8.70682
         12.2471,         -8.7086
         12.2481,        -8.71038
         12.2491,        -8.71216
         12.2501,        -8.71394
         12.2511,        -8.71572
         12.2521,         -8.7175
         12.2531,        -8.71928
         12.2541,        -8.72105
         12.2551,        -8.72283
         12.2561,        -8.72461
         12.2571,        -8.72639
         12.2581,        -8.72817
         12.2591,        -8.72995
         12.2601,        -8.73173
         12.2611,        -8.73351
         12.2621,        -8.73529
         12.2631,        -8.73707
         12.2641,        -8.73884
         12.2651,        -8.74062
         12.2661,         -8.7424
         12.2671,        -8.74418
         12.2681,        -8.74596
         12.2691,        -8.74774
         12.2701,        -8.74952
         12.2711,         -8.7513
         12.2721,        -8.75308
         12.2731,        -8.75486
         12.2741,        -8.75664
         12.2751,        -8.75842
         12.2761,        -8.76019
         12.2771,        -8.76197
         12.2781,        -8.76375
         12.2791,        -8.76553
         12.2801,        -8.76731
         12.2811,        -8.76909
         12.2821,        -8.77087
         12.2831,        -8.77265
         12.2841,        -8.77443
         12.2851,         -8.7762
         12.2861,        -8.77798
         12.2871,        -8.77976
         12.2881,        -8.78154
         12.2891,        -8.78332
         12.2901,         -8.7851
         12.2911,        -8.78688
         12.2921,        -8.78865
         12.2931,        -8.79043
         12.2941,        -8.79221
         12.2951,        -8.79399
         12.2961,        -8.79577
         12.2971,        -8.79755
         12.2981,        -8.79933
         12.2991,         -8.8011
         12.3001,        -8.80288
         12.3011,        -8.80466
